City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
329,port douglas,-16.4833,145.4667,23.14,62,30,3.29,Port Douglas,1693374431
330,argo,37.6333,22.7333,26.55,53,0,2.28,Argos,1693374431
331,vorgashor,67.5833,63.95,9.64,74,100,1.1,Vorgashor,1693374026
332,la ronge,55.1001,-105.2842,19.14,82,0,2.06,La Ronge,1693373934
333,nasir,15.5894,32.5634,28.46,61,99,7.64,Nasir,1693374433
334,ilebo,-4.3167,20.5833,24.22,71,40,0.3,Ilebo,1693374433
335,petra-dubrava,53.2961,50.3655,15.85,42,98,6.14,Petra-Dubrava,1693374433
336,tutong,4.8,114.65,31.05,66,100,3.96,Tutong,1693374433
337,aginskoye,51.1,114.53,24.98,24,29,5.05,Aginskoye,1693374434
338,newman,37.3138,-121.0208,24.05,63,0,1.79,Newman,1693374434
339,venezuela,8.0,-66.0,26.09,75,67,3.64,Venezuela,1693374434
340,fort bragg,35.139,-79.006,23.84,98,40,0.45,Fort Bragg,1693374025
341,salinas,36.6777,-121.6555,20.31,80,0,4.12,Salinas,1693374396
342,sola,-13.8833,167.55,25.28,86,98,3.22,Sola,1693374435
343,port lincoln,-34.7333,135.8667,12.4,62,93,6.7,Port Lincoln,1693374011
344,chibougamau,49.9168,-74.3659,9.79,93,100,2.57,Chibougamau,1693374100
345,fuding,27.3273,120.214,29.4,78,87,2.63,Fuding,1693374435
346,uri,34.0833,74.0333,28.32,43,0,2.44,Uri,1693374436
347,peterhead,57.5058,-1.7981,10.22,84,91,8.93,Peterhead,1693374436
348,pinos,22.3,-101.5667,15.42,61,60,4.37,Pinos,1693374436
349,warmbad,-28.45,18.7333,18.18,42,0,5.13,Warmbad,1693374436
350,saint-francois,46.4154,3.9054,9.26,93,0,1.54,Saint-François,1693374023
351,sabalgarh,26.25,77.4,33.0,51,5,4.77,Sabalgarh,1693374437
352,labytnangi,66.6572,66.4183,11.98,66,87,5.03,Labytnangi,1693374031
353,kilindoni,-7.9139,39.6668,24.91,79,9,8.08,Kilindoni,1693374437
354,rasht,37.2808,49.5832,24.9,83,75,2.06,Rasht,1693374249
355,alofi,-19.0595,-169.9187,22.94,60,72,6.17,Alofi,1693373977
356,ribeira brava,32.65,-17.0667,23.89,83,19,2.6,Ribeira Brava,1693374437
357,saynshand,44.8824,110.1163,26.05,28,10,4.66,Saynshand,1693374438
358,cannonvale,-20.2833,148.7,21.66,67,6,3.34,Cannonvale,1693374438
359,atchison,39.563,-95.1216,21.33,87,0,2.32,Atchison,1693374438
360,howrah,22.5892,88.3103,34.0,62,75,2.57,Howrah,1693373937
361,hadibu,12.65,54.0333,28.11,72,32,10.05,Hadibu,1693374022
362,miyoshi,35.0833,137.0667,33.25,67,100,4.15,Miyoshi City,1693374439
363,larache,35.1932,-6.1557,20.33,90,2,3.2,Larache,1693374439
364,pimampiro,0.4,-77.9667,12.83,83,21,3.44,Pimampiro,1693374440
365,waterford,42.7023,-83.4027,16.02,90,100,5.14,Waterford,1693374440
366,gadzhiyevo,69.2551,33.3362,10.73,90,100,5.81,Gadzhiyevo,1693374000
367,jaisalmer,26.9147,70.9181,32.79,43,0,7.08,Jaisalmer,1693374307
368,callao,-12.0667,-77.15,20.4,77,100,6.17,Callao,1693374009
369,shizunai-furukawacho,42.3339,142.3669,21.91,79,100,6.22,Shizunai-furukawachō,1693374389
370,guiuan,11.0333,125.7247,30.27,73,61,7.15,Guiuan,1693374237
371,kismayo,-0.3582,42.5454,26.6,71,12,6.83,Kismayo,1693374035
372,wakkanai,45.4094,141.6739,21.16,86,75,10.29,Wakkanai,1693374017
373,fada,9.5667,8.3,19.66,96,72,0.88,Fada,1693373979
374,belebey,54.1167,54.1167,13.4,53,42,9.09,Belebey,1693374441
375,cheremushki,52.8356,91.3944,19.77,79,100,1.03,Cherëmushki,1693374441
376,tingi,-11.3,35.0333,18.02,48,33,3.02,Tingi,1693374442
377,zaozersk,69.4005,32.4476,10.91,88,100,5.38,Zaozërsk,1693374442
378,kununurra,-15.7667,128.7333,34.99,15,36,4.12,Kununurra,1693374442
379,raduzhny,62.0961,77.475,15.52,80,98,1.66,Raduzhny,1693374442
380,zhaotong,27.3167,103.7167,14.28,91,100,0.21,Zhaotong,1693374443
381,faratsiho,-19.4,46.95,14.8,58,72,2.69,Faratsiho,1693374443
382,remire-montjoly,4.9167,-52.2667,24.02,100,0,0.0,Rémire-Montjoly,1693374048
383,la mira,18.035,-102.3266,26.25,88,41,1.48,La Mira,1693374443
384,luang prabang,19.8856,102.1347,31.98,62,75,0.0,Luang Prabang,1693374303
385,tabou,4.423,-7.3528,24.13,90,100,3.23,Tabou,1693374444
386,kasongo,-4.45,26.6667,26.88,34,62,1.75,Kasongo,1693374444
387,orkney,-26.9802,26.6727,11.9,45,1,1.61,Orkney,1693374445
388,sao jose da coroa grande,-8.8978,-35.1478,25.42,77,58,2.91,São José da Coroa Grande,1693374445
389,wangdue phodrang,27.4862,89.8991,31.42,52,51,2.24,Wangdue Phodrang,1693374445
390,adani,6.7397,7.0112,23.32,96,99,1.74,Adani,1693374445
391,akureyri,65.6835,-18.0878,6.96,93,100,0.0,Akureyri,1693374185
392,bardai,11.65,7.2333,21.86,92,100,3.97,Bardai,1693374030
393,iquique,-20.2208,-70.1431,19.02,76,63,0.9,Iquique,1693374280
394,maragogi,-9.0122,-35.2225,25.29,78,50,3.12,Maragogi,1693374446
395,la gi,10.6667,107.7833,30.39,70,86,6.49,Lagi,1693374244
396,sur,22.5667,59.5289,32.85,54,43,2.9,Sur,1693374105
397,mar del plata,-38.0023,-57.5575,9.51,72,0,7.6,Mar del Plata,1693374284
398,hamilton,39.1834,-84.5333,20.95,81,0,2.06,Hamilton,1693373990
399,tangalle,6.024,80.7911,30.09,66,100,7.73,Tangalle,1693374446
400,kruisfontein,-34.0033,24.7314,20.23,24,0,5.16,Kruisfontein,1693374447
401,dhidhdhoo,6.8833,73.1,28.67,70,100,7.6,Dhidhdhoo,1693374447
402,silifke,36.3778,33.9344,30.3,51,0,1.74,Silifke,1693374337
403,ulladulla,-35.35,150.4667,20.89,48,94,2.81,Ulladulla,1693374070
404,kudahuvadhoo,2.6708,72.8944,28.05,71,100,4.02,Kudahuvadhoo,1693374162
405,nahiyat al fuhud,30.9697,46.7228,37.18,20,0,2.64,Nāḩiyat al Fuhūd,1693374263
406,baoqing,46.3317,132.2111,19.63,86,100,2.75,Baoqing,1693374362
407,dankov,53.2515,39.1555,18.43,47,24,1.23,Dankov,1693374448
408,berezovyy,51.6667,135.7,20.5,50,100,3.2,Berezovyy,1693374448
409,holmestrand,59.4876,10.3176,13.11,96,72,0.64,Holmestrand,1693374448
410,sotouboua,8.5667,0.9833,21.7,96,100,1.42,Sotouboua,1693374448
411,guaruja,-23.9931,-46.2564,18.83,26,20,1.83,Guarujá,1693374448
412,miranda,3.2499,-76.2281,20.07,65,3,2.42,Miranda,1693374245
413,barranca,-10.75,-77.7667,18.17,85,36,4.35,Barranca,1693374009
414,sibolga,1.7427,98.7792,30.03,64,80,2.38,Sibolga,1693374449
415,shenjiamen,29.9576,122.298,25.13,88,83,10.81,Shenjiamen,1693374353
416,yoko,5.5333,12.3167,17.74,98,100,0.25,Yoko,1693374450
417,alice,27.7523,-98.0697,28.69,89,0,3.09,Alice,1693374403
418,forster,-32.1667,152.5167,21.32,69,42,5.59,Forster,1693374450
419,puerto san jose,13.9256,-90.8244,26.92,84,100,1.19,Puerto San José,1693374435
420,reggane,26.7158,0.1714,32.25,35,56,2.27,Reggane,1693374083
421,qiqihar,47.3408,123.9672,14.5,93,100,7.03,Qiqihar,1693374352
422,shira,54.4911,89.9531,18.72,66,100,2.78,Shira,1693374450
423,eenhana,-17.4667,16.3333,16.44,45,0,3.89,Eenhana,1693374451
424,dankama,13.2978,7.7949,26.41,75,64,5.92,Dankama,1693374451
425,albertina,-22.2008,-46.6158,13.2,89,36,0.93,Albertina,1693374451
426,borogontsy,62.6683,131.1683,26.8,41,12,3.39,Borogontsy,1693374114
427,kyzyl-suu,42.3414,78.0056,19.71,35,9,2.65,Kyzyl-Suu,1693374451
428,yomju-up,39.8933,124.5981,23.44,75,100,4.2,Yŏmju-ŭp,1693374451
429,san jose del guaviare,2.5729,-72.6459,24.33,87,43,0.47,San José del Guaviare,1693374427
430,san pedro,14.35,121.0167,29.57,88,75,9.77,City of San Pedro,1693374376
431,mocimboa,-11.3167,40.35,25.35,54,4,5.81,Mocímboa,1693374329
432,manismata,-2.4667,111.0333,33.36,46,57,3.35,Manismata,1693374452
433,rioja,-29.4111,-66.8507,13.66,31,1,1.19,La Rioja,1693374154
434,klyuchi,52.2667,79.1667,26.17,28,62,6.85,Klyuchi,1693373989
435,katima mulilo,-17.5,24.2667,14.91,43,0,3.76,Katima Mulilo,1693374453
436,mil'kovo,55.6078,37.7956,15.22,78,39,0.25,Mil’kovo,1693374109
437,yaren,-0.5472,166.916,29.21,73,46,3.73,Yaren,1693374366
438,khiri mat,16.8333,99.8,32.02,88,100,1.78,Khiri Mat,1693374453
439,sabang,5.8933,95.3214,28.36,77,95,7.86,Sabang,1693374453
440,sarkand,45.41,79.9186,30.4,11,24,3.59,Sarkand,1693374143
441,pacific grove,36.6177,-121.9166,18.57,83,0,2.06,Pacific Grove,1693373999
442,sinop,41.7711,34.8709,21.24,47,9,2.83,Sinop Province,1693374454
443,dryden,49.7833,-92.7503,12.16,87,0,0.0,Dryden,1693374454
444,lihue,21.9789,-159.3672,27.77,75,75,8.23,Lihue,1693374036
445,camana,-16.6228,-72.7111,17.29,88,75,3.13,Camaná,1693374402
446,freeport,40.6576,-73.5832,23.5,89,75,1.34,Freeport,1693374449
447,kemijarvi,66.7131,27.4306,13.04,90,64,2.59,Kemijärvi,1693374455
448,winnemucca,40.973,-117.7357,17.03,22,0,3.09,Winnemucca,1693374456
449,viedma,-40.8135,-62.9967,12.59,42,98,6.87,Viedma,1693374108
450,kutum,14.2,24.6667,25.26,53,99,4.01,Kutum,1693374023
451,arno,60.1167,18.6333,14.88,94,100,2.07,Arnö,1693374456
452,khandyga,62.6667,135.6,25.63,43,8,2.99,Khandyga,1693374029
453,juneau,58.3019,-134.4197,17.0,93,100,4.63,Juneau,1693374456
454,guangming,45.3333,122.7833,19.32,69,94,5.09,Guangming,1693374330
455,faya-largeau,17.9257,19.1043,34.14,11,78,4.37,Faya-Largeau,1693374068
456,nikolayevsk-on-amure,53.1406,140.73,21.32,47,100,2.5,Nikolayevsk-on-Amur,1693374013
457,neftcala,39.3742,49.2472,23.68,57,100,7.07,Neftçala,1693374457
458,xinzhi,36.4989,111.7047,31.17,29,0,2.09,Xinzhi,1693374357
459,neiafu,-18.65,-173.9833,24.38,69,20,6.17,Neiafu,1693374457
460,merizo village,13.2658,144.6691,29.85,94,100,8.65,Merizo Village,1693374397
461,jayapura,-2.5333,140.7,33.66,76,55,2.98,Jayapura,1693373752
462,lambarene,-0.7001,10.2406,23.26,89,91,1.05,Lambaréné,1693374458
463,kaduna,10.5222,7.4383,21.26,96,95,1.74,Kaduna,1693374229
464,hameenlinna,60.996,24.4643,13.7,89,99,1.99,Hämeenlinna,1693374458
465,saint-philippe,-21.3585,55.7679,23.39,83,96,7.19,Saint-Philippe,1693374023
466,ferkessedougou,9.6,-5.2,20.33,99,73,1.69,Ferkessédougou,1693374458
467,saint-leu,-21.15,55.2833,26.46,90,65,8.79,Saint-Leu,1693374459
468,nirmal,19.1,78.35,29.95,58,11,4.23,Nirmal,1693374436
469,wanning,18.8003,110.3967,29.44,81,69,4.56,Wanning,1693374108
470,birobidzhan,48.8,132.95,14.0,98,100,4.97,Birobidzhan,1693374459
471,kovalam,8.3667,76.9967,31.05,66,75,5.66,Kovalam,1693374460
472,aldinga beach,-35.2793,138.4604,15.25,66,78,5.98,Aldinga Beach,1693374460
473,egilsstadir,65.2653,-14.3948,3.95,93,0,1.54,Egilsstadir,1693374460
474,serenje,-13.2325,30.2352,13.59,62,31,5.11,Serenje,1693374461
475,coronel marcelino mariduena,-2.2,-79.4167,23.79,86,6,0.94,Coronel Marcelino Maridueña,1693374461
476,ma'rib,15.4591,45.3253,33.43,24,94,1.43,Muhafazat Ma'rib,1693374461
477,altai,46.3722,96.2583,21.13,24,100,3.81,Altai,1693374407
478,parang,7.3704,124.2697,30.55,61,65,3.76,Parang,1693374461
479,sultanbeyli,40.9607,29.2707,25.26,73,0,1.03,Sultanbeyli,1693374462
480,huarmey,-10.0681,-78.1522,19.25,86,32,4.92,Huarmey,1693374078
481,serowe,-22.3833,26.7167,11.39,74,3,4.77,Serowe,1693374462
482,mormugao,15.4,73.8,26.59,89,40,2.06,Mormugao,1693374462
483,jumla,29.2747,82.1838,24.45,48,1,3.2,Jumla,1693374463
484,labrador city,52.9463,-66.9114,6.95,93,100,2.06,Labrador City,1693374463
485,devnya,43.2222,27.5694,26.18,62,0,3.64,Devnya,1693374463
486,kailua-kona,19.6406,-155.9956,25.84,92,65,2.24,Kailua-Kona,1693374034
487,azul,-36.777,-59.8585,6.64,79,81,3.25,Azul,1693374463
488,illizi,26.4833,8.4667,27.89,26,52,1.95,Illizi,1693374423
489,weining,26.85,104.2333,12.79,92,100,1.63,Weining,1693374464
490,piton saint-leu,-21.2196,55.3151,25.04,88,100,4.63,Piton Saint-Leu,1693374237
491,peno,56.9262,32.7426,17.49,76,55,3.38,Peno,1693374464
492,suwayr,30.1171,40.3893,26.52,33,0,3.65,Şuwayr,1693374464
493,broken hill,-31.95,141.4333,19.09,36,2,7.24,Broken Hill,1693374108
494,cativa,9.3606,-79.8436,27.88,89,100,2.24,Cativá,1693374377
495,elamanchili,17.55,82.8667,34.79,43,20,1.34,Elamanchili,1693374285
496,mwinilunga,-11.7358,24.4293,16.53,41,27,4.06,Mwinilunga,1693374465
497,castuera,38.732,-5.5439,17.48,47,37,0.83,Castuera,1693374465
498,otjiwarongo,-20.4637,16.6477,15.67,35,64,6.22,Otjiwarongo,1693374465
499,tarfaya,27.9358,-12.9218,21.81,79,81,6.84,Tarfaya,1693374465
500,ozu,33.5,132.55,32.79,92,69,5.32,Ōzu,1693374466
501,queenstown,-31.8976,26.8753,16.03,22,0,2.51,Queenstown,1693374134
502,cidreira,-30.1811,-50.2056,13.7,95,1,3.73,Cidreira,1693374466
503,lamu,-2.2717,40.902,26.12,75,59,6.65,Lamu,1693374466
504,impfondo,1.6381,18.0667,22.48,84,81,1.35,Impfondo,1693374466
505,phan rang-thap cham,11.5667,108.9833,32.05,61,98,5.22,Phan Rang-Thap Cham,1693374355
506,kovylkino,54.0388,43.9139,15.46,54,80,2.15,Kovylkino,1693374467
507,san patricio,28.017,-97.5169,29.35,62,35,1.72,San Patricio,1693374088
508,rio preto da eva,-2.6994,-59.6997,24.6,44,56,0.59,Rio Preto da Eva,1693374467
509,uacu cungo,-11.3634,15.1208,18.13,39,39,1.45,Uacu Cungo,1693374467
510,al faw,29.9776,48.4741,37.0,23,0,3.89,Al Fāw,1693374340
511,victoria point,-27.5833,153.3,23.28,71,4,0.89,Victoria Point,1693374467
512,qarauyl,48.9451,79.255,27.41,22,39,5.95,Qaraūyl,1693374468
513,nema,57.5067,50.5011,14.69,45,100,4.7,Nema,1693374468
514,siwa oasis,29.2041,25.5195,31.2,31,0,4.03,Sīwah,1693374468
515,katsuura,35.1333,140.3,28.93,79,95,5.58,Katsuura,1693374468
516,tsengel,49.4783,100.8894,26.6,39,74,2.45,Tsengel,1693374468
517,touros,-5.1989,-35.4608,24.99,77,55,5.7,Touros,1693374067
518,freetown,8.484,-13.2299,23.14,96,100,2.77,Freetown,1693374469
519,plastun,44.7561,136.2939,17.03,98,100,1.89,Plastun,1693374004
520,inirida,3.8653,-67.9239,22.8,97,100,0.66,Inírida,1693374019
521,dzilam gonzalez,21.2833,-88.9333,24.61,96,72,1.53,Dzilam González,1693374470
522,springbok,-29.6643,17.8865,17.11,53,0,2.73,Springbok,1693374470
523,shengli,37.4564,118.4856,29.69,36,0,1.7,Dongying,1693374470
524,ha'il,27.5219,41.6907,29.01,28,0,4.12,Ha'il,1693373982
525,miles city,46.4083,-105.8406,26.54,31,0,7.2,Miles City,1693374471
526,whitehouse,32.2268,-95.2255,26.31,66,59,2.55,Whitehouse,1693374471
527,betio village,1.358,172.9211,30.02,72,81,4.36,Betio Village,1693374471
528,savanna-la-mar,18.219,-78.1332,28.97,87,76,3.14,Savanna-la-Mar,1693374333
529,tevriz,57.509,72.4042,20.14,48,99,5.28,Tevriz,1693374472
530,aleksandrovsk-sakhalinskiy,50.8975,142.1561,18.07,72,100,2.94,Aleksandrovsk-Sakhalinskiy,1693374472
531,happy valley-goose bay,53.3168,-60.3315,17.17,63,100,0.0,Happy Valley-Goose Bay,1693373986
532,oxelosund,58.6706,17.1015,16.05,88,0,1.54,Oxelösund,1693374472
533,antsohihy,-14.8796,47.9875,28.33,39,16,5.32,Antsohihy,1693374473
534,chegdomyn,51.1167,133.0167,18.52,56,89,2.03,Chegdomyn,1693374152
535,le lavandou,43.137,6.366,19.9,50,0,1.54,Le Lavandou,1693374473
536,horta,38.5333,-28.6333,22.23,88,96,0.45,Horta,1693374473
537,vikhorevka,56.1201,101.1636,26.77,49,100,1.36,Vikhorevka,1693374473
538,sault ste. marie,46.5168,-84.3333,9.31,75,0,3.09,Sault Ste. Marie,1693374135
539,lata,40.1629,-8.3327,18.23,98,96,0.91,Lata,1693374039
540,le puy-en-velay,45.0437,3.8852,7.88,93,4,1.06,Le Puy-en-Velay,1693374474
541,prado,-17.3411,-39.2208,21.34,93,23,1.88,Prado,1693374474
542,rio claro,-22.4114,-47.5614,13.43,92,25,1.12,Rio Claro,1693374312
543,okha,53.5739,142.9478,15.65,76,100,4.58,Okha,1693374243
544,north bend,43.4065,-124.2243,18.25,94,40,0.0,North Bend,1693374475
545,al wafrah,28.6392,47.9306,37.56,15,0,5.78,Al Wafrah,1693374475
546,novyy urgal,51.0736,132.5642,16.81,74,98,1.01,Novyy Urgal,1693374475
547,cajabamba,-7.6167,-78.05,11.84,84,11,1.41,Cajabamba,1693374475
548,hulan,45.9833,126.6,19.06,85,98,5.7,Hulan,1693374475
549,saldanha,-33.0117,17.9442,13.03,90,1,1.57,Saldanha,1693374291
550,champerico,14.3,-91.9167,27.23,85,100,2.54,Champerico,1693374476
551,gorontalo,0.5412,123.0595,31.6,47,36,5.06,Gorontalo,1693374263
552,el calafate,-50.3408,-72.2768,0.55,86,47,0.7,El Calafate,1693374476
553,zarate,-34.0981,-59.0286,9.39,10,13,2.7,Zárate,1693374476
554,bogande,12.9714,-0.1436,25.22,78,20,4.35,Bogandé,1693374476
555,lefka,35.1106,32.8506,28.93,40,0,0.83,Lefka,1693374477
556,caiaponia,-16.9567,-51.8103,20.76,79,25,2.05,Caiapônia,1693374477
557,siniscola,40.5719,9.6922,20.75,58,70,4.79,Siniscola,1693374477
558,ouadda,8.0777,22.4007,21.72,95,100,1.59,Ouadda,1693374478
559,samastipur,25.85,85.7833,34.82,48,33,2.3,Samāstipur,1693374478
560,peace river,56.2501,-117.286,18.17,72,0,2.57,Peace River,1693374159
561,kedougou,12.5579,-12.1743,22.35,98,95,0.99,Kédougou,1693374478
562,buta,2.7858,24.73,22.24,92,41,1.25,Buta,1693374478
563,bhawanipatna,19.9,83.1667,30.52,58,77,1.49,Bhawānipatna,1693374184
564,qianzhou,28.3167,109.7167,29.21,48,86,1.9,Jishou,1693374479
565,port shepstone,-30.7414,30.455,18.24,63,0,4.71,Port Shepstone,1693374101
566,zhanaozen,43.3,52.8,20.26,39,0,4.97,Zhangaözen,1693374479
567,vyaz'ma,55.2104,34.2951,16.39,85,83,2.92,Vyaz'ma,1693374247
568,sandnessjoen,66.0217,12.6316,11.06,93,75,1.03,Sandnessjøen,1693374008
569,pizarro,4.9533,-77.366,26.46,85,36,0.98,Pizarro,1693374084
570,oltinko'l,40.8011,72.1634,31.95,16,27,1.3,Oltinkul,1693374479
571,khorixas,-20.3667,14.9667,21.73,31,38,7.78,Khorixas,1693374480
572,bama,11.5221,13.6856,24.51,80,100,5.93,Bama,1693374480
573,revda,56.801,59.9303,10.38,94,99,5.16,Revda,1693374117
574,turinsk,58.0458,63.696,13.97,73,93,3.8,Turinsk,1693374480
575,rikaze,29.25,88.8833,21.11,30,5,0.71,Xigazê,1693374183
